Identity number	Search word	Text in German	Text in English	Meaning	Displayed meaning	Effective type	Write-protect entry for screens	Variable name	Header or table section?	Change-row EFOP	Insert-row-before-EFOP	Insert-row-after EFOP	Delete-row-before-EFOP	Delete-row-after-EFOP	Select-row EFOP	Move-rows-before EFOP	Move-row validation EFOP	Move-rows-to EFOP	Cancel screen EFOP	Exit screen EFOP	Enter screen EFOP	End of screen EFOP	Screen number	Screen validation EFOP	Footer	Button (after) EFOP	Button (before) EFOP	Exit field EFOP	Field filled EFOP	Field validation EFOP
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagsatz SK 2	Surcharge rate - total production cost 2	R3.2	always read-only	isskzsatz2	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagsatz SK 3	Surcharge rate - total production cost 3	R3.2	always read-only	isskzsatz3	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagsatz SK 4	Surcharge rate - total production cost 4	R3.2	always read-only	isskzsatz4	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagsatz SK 5	Surcharge rate - total production cost 5	R3.2	always read-only	isskzsatz5	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagbetrag SK 1	Surcharge amount - total production cost 1	ARTR53010	always read-only	isskzbetrg1	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagbetrag SK 2	Surcharge amount - total production cost 2	ARTR53010	always read-only	isskzbetrg2	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagbetrag SK 3	Surcharge amount - total production cost 3	ARTR53010	always read-only	isskzbetrg3	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagbetrag SK 4	Surcharge amount - total production cost 4	ARTR53010	always read-only	isskzbetrg4	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zuschlagbetrag SK 5	Surcharge amount - total production cost 5	ARTR53010	always read-only	isskzbetrg5	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zwischenpreis SK 1	Intermediate price of cost of goods sold 1	ARTR53010	always read-only	isskzpreis1	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zwischenpreis SK 2	Intermediate price of cost of goods sold 2	ARTR53010	always read-only	isskzpreis2	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zwischenpreis SK 3	Intermediate price of cost of goods sold 3	ARTR53010	always read-only	isskzpreis3	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zwischenpreis SK 4	Intermediate price of cost of goods sold 4	ARTR53010	always read-only	isskzpreis4	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zwischenpreis SK 5	Intermediate price of cost of goods sold 5	ARTR53010	always read-only	isskzpreis5	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Selbstkosten	Cost of goods sold	ARTR53010	always read-only	isselbstk	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Verkaufspreis	Sales price	ARTR53010	always read-only	ispreis	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Kalkulationsblatt	Costing sheet	P57:1	editable	iskblatt	No												vo/KBLATT.SE		10093					vo/KBLATT.FA		
10093	KBLATT	Kalkulationsblatt	Costing sheet	Währung	Currency	PS94:1	always read-only	iswaehr	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Herkunft	Origin	VPK4	always read-only	isherkunft	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Fehler in diesem Teil	Error in this part	B	editable	isfehler	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Nachbewertung starten	Start revaluation	BU8	editable	isnachbewert	No												vo/KBLATT.SE		10093			vo/KBLATT.EV	vo/KBLATT.EV			
10093	KBLATT	Kalkulationsblatt	Costing sheet	Herstellkosten die als Basis für Gemeinkosten auf Herstellkosten dienen	Cost of goods manufactured which serves as base for overheads on cost of goods m	ARTR53010	always read-only	ishk3	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Gemeinkosten auf Herstellkosten	Overheads on cost of goods manufactured	ARTR53010	always read-only	isvvgmk	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Herstellkosten mit Gemeinkosten auf Herstellkosten	Cost of goods manufactured with overheads on cost of goods manufactured	ARTR53010	always read-only	ishk2	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Gesamtvorgabezeit in Stunden	Total standard time in hours	M5.4	always read-only	isvgzeit	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Vorgabezeit der Stücklistenstufe in Stunden	Standard time for BOM level in hours	M5.4	always read-only	isvzeit	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Nachkalkulation verwendet Vorkalkulationswerte als Ersatzwerte	Final costing uses preliminary costing values as substitute values	B	always read-only	isnkalkinklvkalk	No												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zeilen-ID	Row ID	TZN	always read-only	ittabnr	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zeilen-ID	Row ID	IDZ65:2	always read-only	itzid	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Laufende Zeilennummer	Consecutive row number	I7	always read-only	itzn	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Drucken	Print	BU14	editable	itbudruck	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Drucken	Print	BU8	editable	itbudruck2	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Infosystem	Infosystem	BU14	editable	itbuinfosys	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Zeile markiert?	Row selected?	B	editable	itmarkiert	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Markierungsordnung	Selection order	I5	editable	itmarkierung	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Stufe innerhalb des Baums	Level within the tree	IP4	always read-only	istbaumstufe	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Status des Baumelementes	Status of tree element	A102	always read-only	istbaumstat	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Baum auf-/zuklappen	Expand/Collapse tree	BU3	editable	istbaumaufzu	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Bezeichnung des Baumelementes	Component description	GL254	always read-only	istbaumtext	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Tooltipp	Tooltip	GL254	always read-only	istbauminfo	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Symbol (Dateiname)	Symbol (File name)	DV1	always read-only	istbaumicon	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Symbol	Symbol	DVS1	always read-only	istbaumiconz	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Ist Menüeintrag ausführbar?	Can menu entry be executed?	B	always read-only	istmenuemoeglich	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Ist Menüeintrag eingeschaltet?	Has menu entry been activated?	B	always read-only	istmenuean	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Dialogendeaktion	End of dialog action	A328	always read-only	istmenueendeaktion	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Beginn Reservefelder für Tabellenteil	Start of user-defined fields for the table section	K1	Field hidden	ittresstart06502	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Basisartikel	Base product	P2:9	always read-only	isbasisartikel	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Bezeichnung Basisartikel	Base product description	PT2:9	always read-only	isbezbasisartikel	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Sach-Nummer	Subject number	VPK1	always read-only	iselem	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Bezeichnung	Description	GL32	always read-only	isnamebspr	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Kostenart	Cost type	A68	always read-only	isekart	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Anzahl in LE	Quantity in SU	M4.4	always read-only	isanzahl	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Lagereinheit LE	Stock unit	GL8	always read-only	isele	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Einzelkosten	Direct costs	ARTR53010	always read-only	isegeinzk	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Gemeinkosten	Overheads	ARTR53010	always read-only	iseggemeink	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Gesamtkosten	Total costs	ARTR53010	always read-only	iseggesamk	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Vorgabezeit der Stücklistenzeit in Stunden	Standard time of the BOM time in hours	M5.4	always read-only	isevzeit	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Nettogewicht in kg	Net weight (kg)	M6.3	always read-only	isngw	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Gemeinkosten in %	Overheads in %	MP3.2	always read-only	isegmk	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Button Kalkulationsblatt	Costing sheet button	BU3	editable	isbkblatt	Yes												vo/KBLATT.SE		10093			vo/KALKBAUM.BN.KBLATT				
10093	KBLATT	Kalkulationsblatt	Costing sheet	ID des Kalkulationsblatts	ID of costing sheet	P57:1	always read-only	iskblattid	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Einheit für Vorgabezeit	Unit for standard time	TAZ1	always read-only	iseinh	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Unvollständig	Incomplete	B	always read-only	isefehler	Yes												vo/KBLATT.SE		10093							
10093	KBLATT	Kalkulationsblatt	Costing sheet	Gesamtvorgabezeit in Stunden	Total standard time in hours	M5.4	always read-only	isevgzeit	Yes												vo/KBLATT.SE		10093							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Gruppe	Group	I9	always read-only	itgrust	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Gruppennummer	Group number	GRN65	always read-only	itgruppe	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Gruppenbezeichnung	Group description	GRB65	always read-only	itgrbez	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Satznummer	Record no.	P65	always read-only	itsn	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Datensatz-ID	Data record ID	ID65	always read-only	itid	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Datenbanknummer	Database number	AN177	always read-only	itdnr	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Datenbankbezeichnung	Database description	A177	always read-only	itdbez	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Schemaversion	Schema version	ZAE1	always read-only	itschemaversion	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Gruppennummer der Objektgruppe	Group number of object group	GRN65	always read-only	itobjgruppe	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
10094	EDIKONFIG	EDI-Konfiguration	EDI configuration	Gruppenbezeichnung der Objektgruppe	Group description of object group	GRB65	always read-only	itobjgrbez	No	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration						java:de.abas.jfop.is.ActionForbidden					java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	java:de.abas.erp.infosystem.dfue.edikonfig.EdiKonfiguration	10094							
